position,name,title,description,semantic_type,semantic_type_basis,source_kind,section,codebook_pages,special_values,blank_meaning,temporal_role,leakage_risk,leakage_reason,competition_use,staff_question,train_missing_fraction,test_missing_fraction,missing_fraction_difference,train_unique_count,train_top_values,test_top_values,train_min,train_max,exact_duplicate_of
291,ACTIN21_,Estimated Activity Intensity for Second Activity,Estimated Activity Intensity for Second Activity,categorical,A small set of documented response categories,derived,11.7,[127],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.3495451567190333,0.3486958191243292,0.0008493375947041248,4,"[{""value"": ""<MISSING>"", ""count"": 114698, ""fraction"": 0.3495451567190333}, {""value"": ""0"", ""count"": 86078, ""fraction"": 0.2623249577155744}, {""value"": ""1"", ""count"": 68178, ""fraction"": 0.20777423926127966}, {""value"": ""2"", ""count"": 59181, ""fraction"": 0.18035564630411263}]","[{""value"": ""<MISSING>"", ""count"": 38140, ""fraction"": 0.3486958191243292}, {""value"": ""0.0"", ""count"": 28771, ""fraction"": 0.26303952312601137}, {""value"": ""1.0"", ""count"": 22914, ""fraction"": 0.20949176715822965}, {""value"": ""2.0"", ""count"": 19554, ""fraction"": 0.1787728905914298}]",0.0,2.0,
292,PADUR1_,Minutes of First Activity,Minutes of First Activity,count,"The variable records a number, duration, or frequency",derived,11.8,[127],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.34678714553461226,0.34666617906545133,0.00012096646916093245,193,"[{""value"": ""<MISSING>"", ""count"": 113793, ""fraction"": 0.34678714553461226}, {""value"": ""30"", ""count"": 54327, ""fraction"": 0.16556295427186982}, {""value"": ""60"", ""count"": 48404, ""fraction"": 0.14751245676322244}, {""value"": ""45"", ""count"": 21205, ""fraction"": 0.06462279244823015}, {""value"": ""20"", ""count"": 15638, ""fraction"": 0.04765721425632743}, {""value"": ""120"", ""count"": 14821, ""fraction"": 0.04516738537492191}, {""value"": ""90"", ""count"": 9617, ""fraction"": 0.029308059182958233}, {""value"": ""15"", ""count"": 8865, ""fraction"": 0.02701631950264373}, {""value"": ""40"", ""count"": 6876, ""fraction"": 0.02095478994925869}, {""value"": ""180"", ""count"": 6002, ""fraction"": 0.018291252076127203}]","[{""value"": ""<MISSING>"", ""count"": 37918, ""fraction"": 0.34666617906545133}, {""value"": ""30.0"", ""count"": 18013, ""fraction"": 0.16468426297552546}, {""value"": ""60.0"", ""count"": 16188, ""fraction"": 0.14799915888790352}, {""value"": ""45.0"", ""count"": 6996, ""fraction"": 0.06396108942301539}, {""value"": ""20.0"", ""count"": 5235, ""fraction"": 0.047861106793808686}, {""value"": ""120.0"", ""count"": 5077, ""fraction"": 0.04641658819334607}, {""value"": ""90.0"", ""count"": 3194, ""fraction"": 0.029201217784035328}, {""value"": ""15.0"", ""count"": 2838, ""fraction"": 0.025946479671600582}, {""value"": ""40.0"", ""count"": 2335, ""fraction"": 0.021347790709368344}, {""value"": ""180.0"", ""count"": 2061, ""fraction"": 0.018842739465528117}]",1.0,599.0,
293,PADUR2_,Minutes of Second Activity,Minutes of Second Activity,count,"The variable records a number, duration, or frequency",derived,11.9,[128],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.562704374723818,0.5638193803198055,0.0011150055959875393,167,"[{""value"": ""<MISSING>"", ""count"": 184643, ""fraction"": 0.562704374723818}, {""value"": ""30"", ""count"": 32009, ""fraction"": 0.09754826519572737}, {""value"": ""60"", ""count"": 31535, ""fraction"": 0.09610373779084828}, {""value"": ""120"", ""count"": 13671, ""fraction"": 0.04166273027869627}, {""value"": ""20"", ""count"": 11237, ""fraction"": 0.03424505157938044}, {""value"": ""45"", ""count"": 10069, ""fraction"": 0.030685541012083442}, {""value"": ""15"", ""count"": 7728, ""fraction"": 0.023551282246636294}, {""value"": ""90"", ""count"": 5844, ""fraction"": 0.01780974294116751}, {""value"": ""180"", ""count"": 5807, ""fraction"": 0.01769698447285416}, {""value"": ""240"", ""count"": 4344, ""fraction"": 0.013238453685221021}]","[{""value"": ""<MISSING>"", ""count"": 61670, ""fraction"": 0.5638193803198055}, {""value"": ""60.0"", ""count"": 10637, ""fraction"": 0.09724901489316962}, {""value"": ""30.0"", ""count"": 10505, ""fraction"": 0.0960422018851882}, {""value"": ""120.0"", ""count"": 4531, ""fraction"": 0.0414247707512411}, {""value"": ""20.0"", ""count"": 3777, ""fraction"": 0.03453130856928661}, {""value"": ""45.0"", ""count"": 3354, ""fraction"": 0.030664021430073414}, {""value"": ""15.0"", ""count"": 2566, ""fraction"": 0.023459713473335832}, {""value"": ""180.0"", ""count"": 2020, ""fraction"": 0.01846789603123086}, {""value"": ""90.0"", ""count"": 1896, ""fraction"": 0.01733422320555134}, {""value"": ""240.0"", ""count"": 1439, ""fraction"": 0.013156090291555051}]",1.0,599.0,
294,PAFREQ1_,Physical Activity Frequency per Week for First Activity,Physical Activity Frequency per Week for First Activity,continuous,The codebook documents a numeric value range,derived,11.10,[128],"[{""code"": ""99000"", ""label"": ""Don’t know/Not Sure/Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.3390586191658921,0.3388767496502985,0.000181869515593569,111,"[{""value"": ""<MISSING>"", ""count"": 111257, ""fraction"": 0.3390586191658921}, {""value"": ""3.0"", ""count"": 38814, ""fraction"": 0.11828668078687125}, {""value"": ""7.0"", ""count"": 38247, ""fraction"": 0.11655873344812348}, {""value"": ""2.0"", ""count"": 25866, ""fraction"": 0.07882731192954119}, {""value"": ""5.0"", ""count"": 21314, ""fraction"": 0.06495497280082893}, {""value"": ""4.0"", ""count"": 19403, ""fraction"": 0.059131150288753105}, {""value"": ""1.0"", ""count"": 12360, ""fraction"": 0.03766742346899904}, {""value"": ""6.0"", ""count"": 7129, ""fraction"": 0.02172581407042833}, {""value"": ""4.667"", ""count"": 6906, ""fraction"": 0.021046215734377618}, {""value"": ""3.5"", ""count"": 5554, ""fraction"": 0.01692596035168452}]","[{""value"": ""<MISSING>"", ""count"": 37066, ""fraction"": 0.3388767496502985}, {""value"": ""3.0"", ""count"": 13020, ""fraction"": 0.11903564669634939}, {""value"": ""7.0"", ""count"": 12880, ""fraction"": 0.11775569350606606}, {""value"": ""2.0"", ""count"": 8466, ""fraction"": 0.07740059792099031}, {""value"": ""5.0"", ""count"": 7158, ""fraction"": 0.06544217811462895}, {""value"": ""4.0"", ""count"": 6556, ""fraction"": 0.05993837939641065}, {""value"": ""1.0"", ""count"": 4032, ""fraction"": 0.03686265188015981}, {""value"": ""6.0"", ""count"": 2398, ""fraction"": 0.02192376964499584}, {""value"": ""4.667"", ""count"": 2231, ""fraction"": 0.020396968339443586}, {""value"": ""3.5"", ""count"": 1871, ""fraction"": 0.01710566013585789}]",0.233,99.0,
295,PAFREQ2_,Physical Activity Frequency per Week for Second Activity,Physical Activity Frequency per Week for Second Activity,continuous,The codebook documents a numeric value range,derived,11.11,[128],"[{""code"": ""99000"", ""label"": ""Don’t know/Not Sure/Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.5574321544486264,0.5583887217838891,0.0009565673352627257,95,"[{""value"": ""<MISSING>"", ""count"": 182913, ""fraction"": 0.5574321544486264}, {""value"": ""2.0"", ""count"": 25727, ""fraction"": 0.07840370579182349}, {""value"": ""3.0"", ""count"": 21386, ""fraction"": 0.06517439468511436}, {""value"": ""1.0"", ""count"": 18530, ""fraction"": 0.05647065994179225}, {""value"": ""7.0"", ""count"": 17828, ""fraction"": 0.0543312965700093}, {""value"": ""4.0"", ""count"": 7718, ""fraction"": 0.023520806984929983}, {""value"": ""5.0"", ""count"": 7664, ""fraction"": 0.02335624057171591}, {""value"": ""0.467"", ""count"": 6031, ""fraction"": 0.018379630335075503}, {""value"": ""0.933"", ""count"": 5579, ""fraction"": 0.017002148505950294}, {""value"": ""0.7"", ""count"": 4501, ""fraction"": 0.013716915294010087}]","[{""value"": ""<MISSING>"", ""count"": 61076, ""fraction"": 0.5583887217838891}, {""value"": ""2.0"", ""count"": 8492, ""fraction"": 0.07763830351347151}, {""value"": ""3.0"", ""count"": 7199, ""fraction"": 0.06581702154892621}, {""value"": ""1.0"", ""count"": 6176, ""fraction"": 0.056464220737070185}, {""value"": ""7.0"", ""count"": 6002, ""fraction"": 0.054873421772003765}, {""value"": ""4.0"", ""count"": 2505, ""fraction"": 0.022902019583283813}, {""value"": ""5.0"", ""count"": 2446, ""fraction"": 0.022362610738807267}, {""value"": ""0.467"", ""count"": 2004, ""fraction"": 0.018321615666627048}, {""value"": ""0.933"", ""count"": 1831, ""fraction"": 0.016739959224348365}, {""value"": ""0.7"", ""count"": 1482, ""fraction"": 0.013549218771427788}]",0.233,99.0,
296,_MINAC11,Minutes of Physical Activity per week for First Activity,Minutes of Physical Activity per week for First Activity,count,"The variable records a number, duration, or frequency",derived,11.12,[129],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.3509287336004998,0.35038718584006073,0.0005415477604390762,>256,[],[],0.0,53460.0,
297,_MINAC21,Minutes of Physical Activity per week for Second Activity,Minutes of Physical Activity per week for Second Activity,count,"The variable records a number, duration, or frequency",derived,11.13,[129],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.3560150547792829,0.35568070653416106,0.00033434824512185157,>256,[],[],0.0,47520.0,
298,STRFREQ_,Strength Activity Frequency per Week,Strength Activity Frequency per Week,continuous,The codebook documents a numeric value range,derived,11.14,[129],"[{""code"": ""99000"", ""label"": ""Don’t know/Not Sure/Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.09903241044082466,0.09995520163834008,0.0009227911975154268,97,"[{""value"": ""0.0"", ""count"": 181546, ""fraction"": 0.5532661861733738}, {""value"": ""<MISSING>"", ""count"": 32496, ""fraction"": 0.09903241044082466}, {""value"": ""3.0"", ""count"": 20356, ""fraction"": 0.06203544272936444}, {""value"": ""2.0"", ""count"": 18061, ""fraction"": 0.055041370167766314}, {""value"": ""7.0"", ""count"": 11645, ""fraction"": 0.03548844225699788}, {""value"": ""1.0"", ""count"": 11368, ""fraction"": 0.0346442775077331}, {""value"": ""5.0"", ""count"": 7746, ""fraction"": 0.02360613771770765}, {""value"": ""4.0"", ""count"": 7527, ""fraction"": 0.022938729486339463}, {""value"": ""0.467"", ""count"": 5047, ""fraction"": 0.015380864583174609}, {""value"": ""1.167"", ""count"": 3342, ""fraction"": 0.01018483246224877}]","[{""value"": ""0.0"", ""count"": 60430, ""fraction"": 0.5524826520630103}, {""value"": ""<MISSING>"", ""count"": 10933, ""fraction"": 0.09995520163834008}, {""value"": ""3.0"", ""count"": 6870, ""fraction"": 0.06280913155176039}, {""value"": ""2.0"", ""count"": 5973, ""fraction"": 0.054608288611159364}, {""value"": ""7.0"", ""count"": 3880, ""fraction"": 0.03547298841642363}, {""value"": ""1.0"", ""count"": 3806, ""fraction"": 0.034796441730131016}, {""value"": ""5.0"", ""count"": 2634, ""fraction"": 0.02408140502290202}, {""value"": ""4.0"", ""count"": 2528, ""fraction"": 0.023112297607401786}, {""value"": ""0.467"", ""count"": 1617, ""fraction"": 0.014783459347772424}, {""value"": ""2.333"", ""count"": 1098, ""fraction"": 0.010038490020936377}]",0.0,99.0,
299,PAMISS1_,Missing Physical Activity Data,Missing Physical Activity Data,categorical,A small set of documented response categories,derived,11.15,[130],"[{""code"": ""0"", ""label"": ""Not Missing Physical Activity Data""}, {""code"": ""1"", ""label"": ""Missing Physical Activity Data""}, {""code"": ""9"", ""label"": ""Don’t know/Not Sure/Refused""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,3,"[{""value"": ""0"", ""count"": 284216, ""fraction"": 0.8661556981120575}, {""value"": ""9"", ""count"": 28067, ""fraction"": 0.0855349170311}, {""value"": ""1"", ""count"": 15852, ""fraction"": 0.048309384856842455}]","[{""value"": ""0"", ""count"": 94817, ""fraction"": 0.8668665831649586}, {""value"": ""9"", ""count"": 9433, ""fraction"": 0.08624141745673301}, {""value"": ""1"", ""count"": 5129, ""fraction"": 0.04689199937830845}]",0.0,9.0,
300,PAMIN11_,Minutes of Physical Activity per week for First Activity,Minutes of Physical Activity per week for First Activity,count,"The variable records a number, duration, or frequency",derived,11.16,[130],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.35764243375439986,0.35661324385851034,0.0010291898958895151,>256,[],[],0.0,53460.0,
301,PAMIN21_,Minutes of Physical Activity per week for Second Activity,Minutes of Physical Activity per week for Second Activity,count,"The variable records a number, duration, or frequency",derived,11.17,[130],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.36266780440977037,0.36183362437030875,0.0008341800394616183,>256,[],[],0.0,47520.0,
302,PA1MIN_,Minutes of total Physical Activity per week,Minutes of total Physical Activity per week,count,"The variable records a number, duration, or frequency",derived,11.18,[131],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.3439407560912429,0.3432743031112005,0.0006664529800424202,>256,[],[],0.0,54000.0,
303,PAVIG11_,Minutes of Vigorous Physical Activity per week for First Activity,Minutes of Vigorous Physical Activity per week for First Activity,count,"The variable records a number, duration, or frequency",derived,11.19,[131],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.34676276532524725,0.34593477724243227,0.0008279880828149788,>256,[],[],0.0,14250.0,
304,PAVIG21_,Minutes of Vigorous Physical Activity per week for Second Activity,Minutes of Vigorous Physical Activity per week for Second Activity,count,"The variable records a number, duration, or frequency",derived,11.20,[131],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.35659713227787343,0.35601897987730735,0.0005781524005660788,>256,[],[],0.0,19200.0,
305,PA1VIGM_,Minutes of total Vigorous Physical Activity per week,Minutes of total Vigorous Physical Activity per week,count,"The variable records a number, duration, or frequency",derived,11.21,[131],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.3406920931933503,0.3399921374304025,0.0006999557629477904,>256,[],[],0.0,19200.0,
306,_PACAT1,Physical Activity Categories,Physical Activity Categories,categorical,A small set of documented response categories,derived,11.22,[132],"[{""code"": ""9"", ""label"": ""Don’t know/Not Sure/Refused/Missing""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,5,"[{""value"": ""1"", ""count"": 97683, ""fraction"": 0.29769149892574703}, {""value"": ""4"", ""count"": 82968, ""fraction"": 0.252847151324912}, {""value"": ""3"", ""count"": 53074, ""fraction"": 0.16174440398006917}, {""value"": ""2"", ""count"": 53066, ""fraction"": 0.16172002377070413}, {""value"": ""9"", ""count"": 41344, ""fraction"": 0.12599692199856766}]","[{""value"": ""1"", ""count"": 32817, ""fraction"": 0.3000301703251995}, {""value"": ""4"", ""count"": 27642, ""fraction"": 0.25271761489865513}, {""value"": ""3"", ""count"": 17609, ""fraction"": 0.1609906837692793}, {""value"": ""2"", ""count"": 17559, ""fraction"": 0.16053355762989238}, {""value"": ""9"", ""count"": 13752, ""fraction"": 0.12572797337697364}]",1.0,9.0,
307,_PAINDX1,Physical Activity Index,Physical Activity Index,binary,Two documented substantive responses,derived,11.23,[132],"[{""code"": ""9"", ""label"": ""Don’t know/Not Sure/Refused/Missing""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,3,"[{""value"": ""1"", ""count"": 152679, ""fraction"": 0.46529324820576895}, {""value"": ""2"", ""count"": 136042, ""fraction"": 0.4145915553049812}, {""value"": ""9"", ""count"": 39414, ""fraction"": 0.12011519648924986}]","[{""value"": ""1"", ""count"": 51040, ""fraction"": 0.46663436308615}, {""value"": ""2"", ""count"": 45251, ""fraction"": 0.4137082986679344}, {""value"": ""9"", ""count"": 13088, ""fraction"": 0.11965733824591558}]",1.0,9.0,
308,_PA150R2,150 Minute Physical Activity Calculated Variable,Adults that participated in 150 minutes (or vigorous equivalent minutes) of physical activity per week.,ordinal,Documented categories follow a meaningful order,derived,11.24,[132],"[{""code"": ""9"", ""label"": ""Don’t know/Not Sure/Refused/Missing""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,4,"[{""value"": ""1"", ""count"": 152679, ""fraction"": 0.46529324820576895}, {""value"": ""3"", ""count"": 82968, ""fraction"": 0.252847151324912}, {""value"": ""2"", ""count"": 53074, ""fraction"": 0.16174440398006917}, {""value"": ""9"", ""count"": 39414, ""fraction"": 0.12011519648924986}]","[{""value"": ""1"", ""count"": 51040, ""fraction"": 0.46663436308615}, {""value"": ""3"", ""count"": 27642, ""fraction"": 0.25271761489865513}, {""value"": ""2"", ""count"": 17609, ""fraction"": 0.1609906837692793}, {""value"": ""9"", ""count"": 13088, ""fraction"": 0.11965733824591558}]",1.0,9.0,
309,_PA300R2,300 Minute Physical Activity Calculated Variable,Adults that participated in 300 minutes (or vigorous equivalent minutes) of physical activity per week.,ordinal,Documented categories follow a meaningful order,derived,11.25,[133],"[{""code"": ""9"", ""label"": ""Don’t know/Not Sure/Refused/Missing""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,4,"[{""value"": ""2"", ""count"": 106140, ""fraction"": 0.32346442775077333}, {""value"": ""1"", ""count"": 97683, ""fraction"": 0.29769149892574703}, {""value"": ""3"", ""count"": 82968, ""fraction"": 0.252847151324912}, {""value"": ""9"", ""count"": 41344, ""fraction"": 0.12599692199856766}]","[{""value"": ""2"", ""count"": 35168, ""fraction"": 0.3215242413991717}, {""value"": ""1"", ""count"": 32817, ""fraction"": 0.3000301703251995}, {""value"": ""3"", ""count"": 27642, ""fraction"": 0.25271761489865513}, {""value"": ""9"", ""count"": 13752, ""fraction"": 0.12572797337697364}]",1.0,9.0,
